"","country","name","description","startYr","endYr"
"11261","saudi_arabia","usama_jafar_faqih_","Minister of Commerce","20030531","20161201"
"11262","saudi_arabia","usama_bin_abd_al_majid_shubukshi_","Minister of Health","20030531","20161201"
"11263","saudi_arabia","sultan_bin_abd_al_aziz_al_saud_|turki_al_faysal_bin_abd_al_aziz_al_saud_","Minister of Defense and Aviation","20030101","20161201"
"11264","saudi_arabia","saud_al_faysal_bin_abd_al_aziz_al_saud_","Minister of Foreign Affairs","20030101","20161201"
"11265","saudi_arabia","salih_bin_abd_al_aziz_bin_muhammad_bin_","Minister of Islamic Guidance","20030101","20161201"
"11266","saudi_arabia","nayif_bin_abd_al_aziz_al_saud_","Minister of Interior","20030101","20161201"
"11267","saudi_arabia","nabin_muhammad_al_salum_","Minister of Communications","20030531","20161201"
"11268","saudi_arabia","mutalib_bin_abdallah_al_nafisa_","Minister of State","20030101","20161201"
"11269","saudi_arabia","musaid_bin_muhammad_al_ayban_","Minister of State","20030101","20161201"
"11270","saudi_arabia","muhammad_bin_sulayman_al_ja","Governor, Saudi Arabian Monetary Agency","20090301","20161201"
"11271","saudi_arabia","muhammad_bin_jamil_bin_ahmad_mulla_|muhammad_bin_jamil_bin_ahmed_mulla_","Minister of Communications and Information Technology","20030601","20161201"
"11272","saudi_arabia","muhammad_bin_ibrahim_al_jarallah_","Minister of Municipal and Rural Affairs","20030531","20161201"
"11273","saudi_arabia","muhammad_bin_ali_fayiz_","Minister of Civil Service","20030101","20161201"
"11274","saudi_arabia","muhammad_bin_ahmad_al_rashid_","Minister of Education","20050101","20050231"
"11275","saudi_arabia","muhammad_bin_abd_al_karim_bin_abd_al_aziz_","Minister of Justice","20090301","20161201"
"11276","saudi_arabia","muhammad_bin_abd_al_aziz_al_shaykh_","Minister of State","20030631","20161201"
"11277","saudi_arabia","muhammad_ahmad_al_rashid_","Minister of Education","20041231","20161201"
"11278","saudi_arabia","mitib_bin_abdallah_bin_abd_al_aziz_al_saud_|mitib_bin_abd_al_aziz_al_saud_","Minister of Public Works and Housing & Minister of State & Minister of Municipal and Rural Affairs","20030701","20091031"
"11279","saudi_arabia","mansur_bin_mitib_bin_abd_al_aziz_al_saud_","Minister of Municipal and Rural Affairs","20091101","20161201"
"11280","saudi_arabia","khalid_bin_muhammad_al_qusaybi_|khalid_bin_muhammad_ghusaybi_","Minister of Planning & Minister of Economy and Planning","20031131","20161201"
"11281","saudi_arabia","khalid_bin_muhammad_al_angari_|khalid_bin_muhammad_al_anqari_","Minister of Higher Education","20030101","20161201"
"11282","saudi_arabia","khalid_abd_al_razak_al_nafisi_","Permanent Representative to the UN, New York","20090401","20161201"
"11283","saudi_arabia","jubara_bin_id_al_suraysri_|jubara_bin_eid_al_suraysri_","Minister of Transport","20030601","20060231"
"11284","saudi_arabia","jubarah_suraysri_|jubarah_bin_eid_al_suraysiri_","Minister of Transport","20060301","20161201"
"11285","saudi_arabia","iyad_bin_amin_madani_|iyyad_bin_amin_madani_","Minister of Culture and Information & Minister of Pilgrimage Affairs and Religious Trusts","20050301","20090231"
"11286","saudi_arabia","ibrahim_bin_muhammad_al_assaf_","Minister of State","20030631","20161201"
"11287","saudi_arabia","ibrahim_abd_al_aziz_al_asaf_|ibrahim_abd_al_aziz_al_assaf_","Minister of Finance and National Economy","20030101","20161201"
"11288","saudi_arabia","hashim_bin_abdallah_bin_hashim_yamani_","Minister of Industry and Electricity","20080331","20161201"
"11289","saudi_arabia","hamad_bin_saud_al_sayari_","Governor, Saudi Arabian Monetary Agency","20070501","20090231"
"11290","saudi_arabia","hamad_bin_abdallah_al_manai_|hamad_bin_abdallah_al_manei_","Minister of Health","20030601","20090231"
"11291","saudi_arabia","hamad_al_sayari_|hamad_al_sayyari_","Governor, Saudi Arabian Monetary Agency","20070431","20161201"
"11292","saudi_arabia","ghazi_bin_abd_al_rahman_al_qusaybi_","Minister of Water & Minister of Water and Electricity & Minister of Labor","20030601","20040431"
"11293","saudi_arabia","fuad_bin_abd_al_salam_bin_muhammad_al_farisi_","Minister of Pilgrimage Affairs and Religious Trusts","20090701","20161201"
"11294","saudi_arabia","fuad_abd_al_salam_farsi_|fuad_abd_al_salam_muhammad_al_farsi_","Minister of Information & Minister of Culture and Information & Minister of Pilgrimage Affairs and Religious Trusts","20031201","20050231"
"11295","saudi_arabia","faysal_bin_abdallah_bin_muhammad_al_","Minister of Education","20090301","20161201"
"11296","saudi_arabia","fawzi_bin_abd_al_majid_al_shubukshi_|fawzi_bin_abd_al_majid_shubukshi_","Permanent Representative to the UN, New York","20090331","20161201"
"11297","saudi_arabia","fahd_bin_abd_al_rahman_bin_sulayman_","Minister of Agriculture","20030601","20091231"
"11298","saudi_arabia","fahd_bin_abd_al_aziz_al_saud_","King","20050831","20161201"
"11299","saudi_arabia","bandar_bin_sultan_bin_abd_al_aziz_al_saud_","Ambassador to the US","20050831","20161201"
"11300","saudi_arabia","ali_ibrahim_al_naimi_|ali_ibrahim_naimi_","Minister of Petroleum and Mineral Resources","20030101","20161201"
"11301","saudi_arabia","ali_bin_talal_al_jihani_","Minister of State","20030631","20161201"
"11302","saudi_arabia","ali_bin_ibrahim_namla_","Minister of Social Affairs & Minister of Labor and Social Affairs","20040501","20050231"
"11303","saudi_arabia","adil_bin_muhammad_bin_abd_al_qadir_faqiyah_","Minister of Labor","20100901","20161201"
"11304","saudi_arabia","adil_al_ahmad_al_jubayr_","Ambassador to the US","20070401","20161201"
"11305","saudi_arabia","abd_al_mushin_bin_abd_al_aziz_al_akas_|abd_al_mushin_bin_abd_al_aziz_al_akkas_","Minister of Social Affairs","20050301","20080531"
"11306","saudi_arabia","abd_al_muhsin_bin_abd_al_aziz_al_akas_|abd_al_muhsin_bin_abd_al_aziz_al_akkas_","Minister of Social Affairs","20050301","20080531"
"11307","saudi_arabia","abd_al_aziz_bin_muhaydin_al_khuja_","Minister of Culture and Information","20090401","20161201"
"11308","saudi_arabia","abd_al_aziz_bin_muhammad_al_al_shaykh_","President, Higher Council of Ulema","20090301","20161201"
"11309","saudi_arabia","abd_al_aziz_bin_ibrahim_al_mani_","Minister of State","20030631","20161201"
"11310","saudi_arabia","abd_al_aziz_bin_fahd_bin_abd_saud_|abd_al_aziz_bin_fahd_bin_abd_al_aziz_al_saud_","Minister of State","20030101","20161201"
"11311","saudi_arabia","abd_al_aziz_bin_abdallah_al_khuwaytir_","Minister of State","20030101","20161201"
"11312","saudi_arabia","abd_al_aziz_al_khuja_","Minister of Culture and Information","20090301","20090331"
"11313","saudi_arabia","abd_al_aziz_abdallah_al_shaykh_","President of the Higher Council of Ulema","20051031","20161201"
"11314","saudi_arabia","abdallah_muhammad_ibrahim_al_shaykh_","Minister of Justice","20060131","20161201"
"11315","saudi_arabia","abdallah_bin_zainal_ali_reza_|abdallah_bin_zaynal_ali_reza_","Minister of State & Minister of Commerce and Industry","20050401","20080331"
"11316","saudi_arabia","abdallah_bin_salih_obaid_","Minister of Education","20050301","20051031"
"11317","saudi_arabia","abdallah_bin_salih_al_ubayd_","Minister of Education","20051101","20090231"
"11318","saudi_arabia","abdallah_bin_muhammad_bin_ibrahim_al_shaykh_","Minister of Justice","20060201","20090231"
"11319","saudi_arabia","abdallah_bin_ahmad_bin_yusif_zaynal_","Minister of State & President, Higher Council of Ulema","20030701","20050331"
"11320","saudi_arabia","abdallah_bin_abd_al_rahman_al_husayn_","Minister of Water and Electricity","20090701","20161201"
"11321","saudi_arabia","abdallah_bin_abd_al_aziz_al_saud_","First Deputy Prime Minister & King & King","20100201","20100431"
"11322","saudi_arabia","abdallah_bin_abd_al_aziz_al_muammar_","Minister of Agriculture and Water","20030531","20161201"
"11323","saudi_arabia","abdallah_al_rabiya_|abdallah_al_rabya_","Minister of Health","20090301","20161201"
"11324","saudi_arabia","abdallah_al_husayn_","Minister of Water and Electricity","20040501","20090631"
"11325","senegal","youssoupha_ndiaye_","Minister of Sports","20031201","20061231"
"11326","senegal","yero_de_","Minister of Environment and Nature","20030901","20031031"
"11327","senegal","yero_deh_","Minister of Civil Service, Labor, and Professional Organizations","20040301","20061231"
"11328","senegal","yaye_kene_gassama_dia_","Minister of Scientific Research","20070101","20071231"
"11329","senegal","thierno_lo_","Minister of Craft Industry, Tourism, & Relations With the Private Sector and Informal Sector & Minister of Environment and Conservation","20050901","20070731"
"11330","senegal","therese_coumba_diop_","Minister of Health, Prevention, and Public Hygiene","20090601","20161201"
"11331","senegal","souleymane_ndene_ndiaye_","Minister of Environment and Conservation","20070801","20090531"
"11332","senegal","soulayemane_ndene_ndiaye_","Prime Minister","20090501","20161201"
"11333","senegal","soukeyna_ndiaye_ba_","Minister of Decentralization and Regional Planning","20031201","20041231"
"11334","senegal","sophie_gladima_siby_","Minister of Telecommunications, Posts & Information and Communication Technologies","20070801","20090531"
"11335","senegal","seydou_sy_sall_","Minister of Urban and Regional Planning","20031201","20061231"
"11336","senegal","serigne_modou_bousso_leye_","Minister of Culture, Francophony, and National Languages","20090601","20161201"
"11337","senegal","serigne_diop_","Minister of Justice","20031201","20061231"
"11338","senegal","saphietou_diop_","Minister of Culture and Communication","20030901","20031031"
"11339","senegal","saoudatou_ndiaye_seck_","Minister of Female Entrepreneurship and Micro Credit","20030831","20161201"
"11340","senegal","samuel_ameth_sarr_","Minister of Energy","20070801","20090531"
"11341","senegal","salif_ba_","Minister of Habitat and Construction","20030901","20031031"
"11342","senegal","safietou_ndiaye_diop_","Minister of Culture and Communication","20050101","20050831"
"11343","senegal","sada_ndiaye_","Minister of Senegalese Overseas","20090601","20161201"
"11344","senegal","paul_badji_","Permanent Representative to the UN, New York","20040301","20101131"
"11345","senegal","pape_ousmane_gueye_","Secretary General of Government","20090601","20161201"
"11346","senegal","papa_louis_fall_","Permanent Representative to the UN, New York","20031201","20040231"
"11347","senegal","papa_diouf_","Minister of Fisheries","20031201","20041231"
"11348","senegal","ousmane_ngom_","Minister of Interior","20041201","20090531"
"11349","senegal","ousmane_masseck_ndiaye_","Minister of Tourism & Minister of Decentralization and Local Development","20031201","20070731"
"11350","senegal","oumou_khairy_gueye_seck_","Minister of Animal Husbandry & Minister of Livestock","20050101","20071231"
"11351","senegal","oumar_sarr_","Minister of Habitat and Construction & Minister of State for Urban Development, Housing, Hydraulics, and Sanitation","20070101","20090531"
"11352","senegal","oumar_khassimou_dia_","Minister of Expatriates","20070101","20070731"
"11353","senegal","opah_ndiaye_","Minister of Planning","20030901","20031031"
"11354","senegal","omar_sa_","Minister of Habitat and Construction","20050901","20061231"
"11355","senegal","ndeye_diop_|ndeye_khady_diop_","Minister With Special Responsibility for Children & Minister of State for Family, National Solidarity, Food Security, Womens Entrepreneurship, Microfinance, and Early Childhood","20030901","20031031"
"11356","senegal","moustapha_sourang_","Minister of Education","20031031","20161201"
"11357","senegal","moustapha_guirassy_","Minister of Communication and Spokesman of Government","20090601","20161201"
"11358","senegal","moussa_sakho_","Minister of Technical Education and Vocational Training","20070801","20071231"
"11359","senegal","modou_diagne_","Minister of Environment and Nature & Minister of Environment and Conservation & Minister of Civil Service, Labor, and Professional Organizations","20040301","20050831"
"11360","senegal","marie_pierre_sarr_","Minister of Small & Medium-Size Enterprises and Micro-Finance","20060301","20070331"
"11361","senegal","marieme_ndiaye_","Minister of Womens Entrepreneurism","20030901","20031031"
"11362","senegal","mamoune_niasse_","Minister of State at the Presidency","20070101","20070731"
"11363","senegal","mamadou_seck_|mamadou_mansour_seck_","Ambassador to the US & Minister of Infrastructure, Public works, and Transportation","20031201","20040231"
"11364","senegal","mamadou_niang_","Minister of Interior","20030831","20161201"
"11365","senegal","mamadou_makalou_","Minister of National Languages and Francophonie","20070801","20090531"
"11366","senegal","mamadou_lamine_keita_","Minister of Youth, Sports, and Recreation & Minister of Youth and Employment","20070801","20090531"
"11367","senegal","mamadou_diop_","Minister of Legislative Affairs & Minister of Commerce & Minister of Commerce & Minister of Information and Pan-African Cooperation & Minister of Information and Pan-African Cooperation","20050101","20070331"
"11368","senegal","maimouna_ndir_|maimouna_sourang_ndir_","Minister of Small & Medium-size Enterprises and Micro-Finance & Minister of Recreation & Minister of Small & Medium-sized Enterprises and Commerce & Minister of Social Development & Minister of Social Development & Minister of Living Environment and Public Health","20040301","20060231"
"11369","senegal","madicke_niang_","Minister of Housing & Minister of State for Foreign Affairs & Minister of Mining and Energy & Minister of Mining and Energy & Minister of State for Justice","20030901","20031031"
"11370","senegal","macky_sall_","Minister of Interior & Minister of Mining, Energy, and Water","20030901","20031031"
"11371","senegal","m_samuel_amete_sarr_","Minister of Energy and Biofuels","20090601","20101131"
"11372","senegal","landing_savane_","Minister Without Portfolio & Minister of Industry and Handicrafts & Minister of Industry and Handicrafts","20070101","20070331"
"11373","senegal","lamine_ba_","Minister of Planning","20070101","20070731"
"11374","senegal","khoureichy_thiam_|khoureychi_thiam_","Minister of Handicrafts & Minister of Maritime Economy, Fisheries, and Maritime Transport","20070101","20070731"
"11375","senegal","khadim_gueye_","Minister for Farmers Organizations and Unionization of Farmers Attached to the Minister of Agriculture","20090601","20161201"
"11376","senegal","karim_wade_","Minister of State for International Cooperation, Land Use, Air Transport, and Infrastructure","20090601","20100431"
"11377","senegal","karim_meissa_wade_","Minister of State for International Cooperation, Land Use, Air Transport, and Infrastructure","20100501","20161201"
"11378","senegal","kalidou_diallo_","Minister of Preschool, Elementary, and Middle School Education","20090601","20161201"
"11379","senegal","joseph_ndong_","Minister of Postal Service, Telecommunications, & New Information and Communication Technologies","20070101","20070731"
"11380","senegal","issa_samb_|issa_mbaye_samb_","Minister of Prevention and Public Hygiene & Minister of Health, Hygiene, and Prevention & Minister of Health, Hygiene, and Prevention & Minister of Health and Medical Prevention","20070101","20070731"
"11381","senegal","innocence_ntab_","Minister of Civil Service, Labor, and Professional Orgs.","20070801","20090531"
"11382","senegal","habib_sy_","Minister of Infrastructure, Urban Hydraulics, and Sanitation & Minister of Agriculture and Livestock & Minister of Agriculture and Livestock & Minister of Infrastructure, Public Works, and Transportation & Minister of State for Public Service, Employment, Labor, and Professional Orgs.","20070801","20090531"
"11383","senegal","georges_tendeng_","Minister With Special Responsibility for Technical and Professional Teaching & Minister of Technical Education and Vocational Training","20030901","20031031"
"11384","senegal","faustin_diatta_","Minister of the New Partnership for Africas Development ""NEPAD"" and Relations With Parliament","20090601","20161201"
"11385","senegal","fatou_gaye_sarr_","Minister of Agriculture and Fish Farming","20090601","20161201"
"11386","senegal","fatou_gassama_","Minister of Tourism","20070801","20090531"
"11387","senegal","fatou_diagne_","Minister of Competitiveness and Good Governance","20070801","20090531"
"11388","senegal","fatou_bintou_taya_ndiaye_","Minister of National Solidarity","20070801","20090531"
"11389","senegal","farba_senghor_","Senior Minister of Agriculture and Water Resources & Minister of Land and Air Transportation","20060301","20070731"
"11390","senegal","el_hadj_diouf_","Minister of National Water Reserve","20070101","20070731"
"11391","senegal","el_hadj_daouda_faye_","Minister of Sports","20070101","20090531"
"11392","senegal","djibo_leity_ka_|djibo_leyti_ka_","Minister of Maritime Economy & Minister of Fisheries & Minister of State for the Environment, Protection of Nature, Retention Basins, and Artificial Lakes","20070101","20090531"
"11393","senegal","diame_signate_","Minister of Technical Education and Vocational Training","20080101","20090531"
"11394","senegal","christian_sina_diatta_","Minister of Research and Technology","20031201","20061231"
"11395","senegal","cheikh_tidiane_sy_","Minister of State for the Interior, Local Government, and Decentralization & Minister of Justice","20090601","20100431"
"11396","senegal","cheikh_tidiane_gadio_","Minister of Foreign Affairs","20031201","20100331"
"11397","senegal","cheick_soumare_","Minister With Special Responsibility for the Budget","20030901","20031031"
"11398","senegal","birame_diouf_","Minister of Culture and Communication","20050901","20090531"
"11399","senegal","bineta_ba_samb_|bineta_samb_ba_","Minister of Institutional Relations & Minister of Industry","20050101","20061231"
"11400","senegal","becaye_diop_","Minister of State for the Interior, Local Government, and Decentralization & Minister of Defense & Minister of Defense","20031201","20100431"
"11401","senegal","bacar_dia_|bakar_dia_","Minister of Parliamentary and African Union Relations & Minister of Information and Government Spokesperson","20030901","20031031"
"11402","senegal","awa_ndiaye_","Minister of Womens Affairs and Entrepreneurship","20070801","20090531"
"11403","senegal","awa_marie_coll_seck_","Minister of Health, Hygiene, and Prevention","20030831","20161201"
"11404","senegal","awa_gueye_kebe_","Minister of Family and National Solidarity","20031201","20041231"
"11405","senegal","awa_fall_diop_","Minister of Institutional Relations","20070101","20070331"
"11406","senegal","assane_diagne_","Minister of Urban and Regional Planning","20070101","20070731"
"11407","senegal","aminata_tall_","Minister of Decentralization and Regional Planning","20050101","20061231"
"11408","senegal","aminata_lo_","Minister of Expatriates","20070801","20071231"
"11409","senegal","amath_sall_","Minister of Rural Development and Agriculture","20070801","20090531"
"11410","senegal","amadou_tidiane_ba_","Minister of Scientific Research","20090601","20161201"
"11411","senegal","amadou_niang_","Minister of Trade","20090601","20161201"
"11412","senegal","amadou_habibou_ndiaye_","Minister of Commerce","20070801","20071231"
"11413","senegal","amadou_ba_","Ambassador to the US","20040301","20161201"
"11414","senegal","aliou_sow_","Minister of Youth & Minister for Local Government and Decentralization","20031201","20070731"
"11415","senegal","aida_mbodj_","Minister of Family and National Solidarity & Minister of the Processing of Agricultural Products & Minister of Women, Family, Social Development, and Womens Entrepreneurism","20050101","20070731"
"11416","senegal","aicha_agne_","Minister of Small & Medium-sized Enterprises and Commerce & Minister of Trade","20031201","20041231"
"11417","senegal","ahmeth_diallo_","Minister of Cattle Breeding","20030901","20031031"
"11418","senegal","adama_sall_|adame_sall_","Minister of Hydraulics & Minister of Rural Hydraulics, National River System, Retention Basins, and Artificial Lakes & Minister of Labor","20070101","20070731"
"11419","senegal","abdou_salam_diallo_","Permanent Representative to the UN, New York","20101201","20161201"
"11420","senegal","abdou_fall_","Minister of Health & Minister of Culture and Communication","20070101","20070731"
"11421","senegal","abdou_aziz_sow_","Minister of the New Partnership for Africas Development ""NEPAD"", African Economic Integration, and Good Governance","20070101","20070731"
"11422","senegal","abdourahim_agne_","Minister of Microfinance and Decentralized International Cooperation & Minister of Telecommunications, ICT, & Land and Rail Transport","20070101","20090531"
"11423","senegal","abdoul_diop_","Minister of Expatriates","20030901","20031031"
"11424","senegal","abdoulaye_sow_","Minister in Charge of the Budget","20090601","20161201"
"11425","senegal","abdoulaye_diop_","Minister of Economy and Finance","20030931","20161201"
"11426","senegal","abdoulaye_balde_","Minister of State for Defense","20100501","20161201"
"11427","senegal","abdoulaye_babou_","Minister of Civil Service, Labor, and Professional Organizations","20070101","20070731"
"11428","seychelles","william_herminie_","Minister of Agriculture and Marine Resources","20070731","20161201"
"11429","seychelles","vincent_meriton_","Minister of Community Development and Youth","20060901","20161201"
"11430","seychelles","sylvette_pool_","Minister of Local Government, Sports and Culture","20070731","20161201"
"11431","seychelles","simone_de_comarmond_","Minister of Tourism and Civil Aviation","20060831","20161201"
"11432","seychelles","ronnie_jumeau_","Minister of Environment","20070731","20161201"
"11433","seychelles","peter_sinon_","Minister of Investment, Natural Resources, and Industry","20100701","20161201"
"11434","seychelles","patrick_pillay_|patrick_georges_pillay_","Minister of Foreign Affairs & Minister of Health","20050501","20100631"
"11435","seychelles","norman_weber_","Governor, Central Bank","20070731","20161201"
"11436","seychelles","noellie_alexander_","Minister of Administration","20060831","20161201"
"11437","seychelles","marie_pierre_lloyd_","Minister of Social Development and Health & Minister of Social Affairs and Employment","20070801","20100631"
"11438","seychelles","macsuzy_mondon_","Minister of Employment and Human Resources Development & Minister of Education, Employment, and Human Resources & Minister of Health","20070801","20100631"
"11439","seychelles","joseph_belmont_","Minister of Housing and Land Use","20100631","20161201"
"11440","seychelles","joel_morgan_","Minister of Land Use and Habitiat & Minister of Environment, National Resources, and Transport","20060901","20070731"
"11441","seychelles","jeremie_bonnelame_","Permanent Representative to the UN, New York & Minister of Foreign Affairs, Planning, and Environment","20061001","20070831"
"11442","seychelles","jean_ronald_jumeau_","Permanent Representative to the UN, New York","20070901","20161201"
"11443","seychelles","jean_paul_adam_","Minister of Foreign Affairs","20100701","20161201"
"11444","seychelles","james_michel_","Vice President, also Minister of Finance, Economic Planning, Information, Technology and Communication","20040431","20161201"
"11445","seychelles","jacqueline_dugasse_","Minister of Land Use and Housing & Minister of Industries and International Business & Minister of National Development","20070801","20100631"
"11446","seychelles","francis_chang_leng_","Governor, Central Bank","20070801","20161201"
"11447","seychelles","france_albert_rene_","President & Minister of Internal Affairs, Defense, and Legal Affairs","20040501","20050431"
"11448","seychelles","ernesta_dolor_","Minister of Social Affairs and Employment","20060831","20161201"
"11449","seychelles","erna_athanasius_","Minister of Health","20100701","20161201"
"11450","seychelles","danny_faure_","Minister of Finance and Designated Minister & Minister of Education","20060901","20161201"
"11451","seychelles","claude_morel_","Ambassador to the US","20060831","20161201"
"11452","seychelles","bernard_shamlaye_","Minister of Social Development and Culture & Minister of Education","20060901","20100631"
"11453","seychelles","barry_faure_","Secretary of State in the Office of the President","20100701","20161201"
"11454","sierra_leone","zainab_hawa_bangura_","Minister of Foreign Affairs and International Cooperation & Minister of Health","20071101","20101231"
"11455","sierra_leone","william_juana_smith_","Resident Minister, East","20090401","20161201"
"11456","sierra_leone","solomon_berewa_","Vice President","20070931","20161201"
"11457","sierra_leone","soccoh_kabia_","Minister of Marine Resources and Fisheries & Minister of Health","20071101","20101231"
"11458","sierra_leone","sidikie_brima_","Minister of Local Government and Community Development","20090331","20161201"
"11459","sierra_leone","shirley_yema_gbujama_","Minister of Social Welfare, Gender, and Childrens Affairs","20071031","20161201"
"11460","sierra_leone","shekou_momodou_touray_","Permanent Representative to the UN, New York","20090901","20161201"
"11461","sierra_leone","shekou_m_toure_","Permanent Representative to the UN, New York","20090601","20090831"
"11462","sierra_leone","shehu_tejan_koroma_","Minister of Health","20090401","20091131"
"11463","sierra_leone","shehu_sambadeen_sesay_","Governor, Central Bank","20090601","20161201"
"11464","sierra_leone","septimus_kaikai_","Minister of Information and Broadcasting","20071031","20161201"
"11465","sierra_leone","sam_sesay_","Minister of Agriculture and Food Security","20071101","20161201"
"11466","sierra_leone","sam_hinga_norman_","Minister of Internal Affairs","20050931","20161201"
"11467","sierra_leone","samuel_samsumana_","Vice President","20071001","20161201"
"11468","sierra_leone","samuel_kamara_","Minister of Finance and Development","20090401","20161201"
"11469","sierra_leone","samira_kamara_","Governor, Central Bank","20071101","20090531"
"11470","sierra_leone","sama_sahr_mondeh_","Minister of Agriculture and Food Security","20071031","20161201"
"11471","sierra_leone","sahr_randolph_fillie_faboe_","Minister of State for Eastern Region","20040901","20090331"
"11472","sierra_leone","s_u_m_jah_","Minister of State for Southern Region","20090331","20161201"
"11473","sierra_leone","richard_conteh_","Minister of Trade and Industry","20110101","20161201"
"11474","sierra_leone","paulo_conteh_","Minister of Defense and National Security","20071101","20161201"
"11475","sierra_leone","pascal_egbenda_","Minister of Internal Affairs","20051001","20071031"
"11476","sierra_leone","okere_adams_","Minister of Marine Resources & Minister of Tourism","20051001","20071031"
"11477","sierra_leone","ogunlade_davidson_","Minister of Energy and Power","20090401","20161201"
"11478","sierra_leone","musu_kandeh_","Minister of Social Welfare","20071101","20090331"
"11479","sierra_leone","musa_tarawali_|musa_tarawalli_","Resident Minister, South","20090401","20161201"
"11480","sierra_leone","moses_kapu_","Minister of Marine Resources","20071101","20090331"
"11481","sierra_leone","momodu_koroma_","Minister of Foreign Affairs and International Cooperation","20071031","20161201"
"11482","sierra_leone","mohammed_b_daramy_|mohamed_b_daramy_","Minister of Development and Economic Planning","20030101","20161201"
"11483","sierra_leone","mohamed_swarray_deen_","Minister of Mineral Resources","20051001","20071031"
"11484","sierra_leone","minkailu_masaray_|minkailu_mansaray_","Minister of Mineral Resources & Minister of Labor and Industrial Relations & Minister of Labor and Social Security","20071101","20090331"
"11485","sierra_leone","minkailu_bah_","Minister of Education, Youth, and Sport","20071101","20161201"
"11486","sierra_leone","lloyd_during_","Minister of Energy and Power","20051001","20071031"
"11487","sierra_leone","kemoh_sesay_","Minister of Transport and Aviation","20071101","20090331"
"11488","sierra_leone","kadi_sesay_","Minister of Trade and Industry","20071031","20161201"
"11489","sierra_leone","joseph_koroma_","Minister of Presidential and Public Affairs","20090401","20101131"
"11490","sierra_leone","joseph_dauda_|joseph_bandabla_dauda_","Minister of Finance & Minister of Foreign Affairs and International Cooperation","20050931","20161201"
"11491","sierra_leone","john_saad_","Minister of Housing and Infrastructural Development","20071101","20090331"
"11492","sierra_leone","john_benjamin_","Minister of Finance","20051001","20071031"
"11493","sierra_leone","joe_robert_pemagbi_","Permanent Representative to the UN, New York","20051001","20090531"
"11494","sierra_leone","james_rogers_","Governor, Central Bank","20051001","20071031"
"11495","sierra_leone","j_b_dauda_","Minister of Foreign Affairs and International Cooperation","20110101","20110131"
"11496","sierra_leone","ibrahim_m_kamara_","Ambassador to the US","20081231","20161201"
"11497","sierra_leone","ibrahim_ben_kargbo_","Minister of Information and Broadcasting","20071101","20161201"
"11498","sierra_leone","hindole_trye_","Minister of Tourism and Cultural Affairs","20071101","20161201"
"11499","sierra_leone","haja_afsatu_kabba_","Minister of Marine Resources & Minister of Energy and Power","20090401","20100331"
"11500","sierra_leone","george_banda_thomas_","Minister of Political and Parliamentary Affairs","20040301","20071031"
"11501","sierra_leone","frank_kargbo_","Minister of Justice and Attorney General","20110101","20161201"
"11502","sierra_leone","foday_yumkella_","Minister of State for Presidential Affairs","20071031","20161201"
"11503","sierra_leone","emmanuel_grant_","Minister of Energy and Power","20050931","20161201"
"11504","sierra_leone","eke_ahmed_halloway_","Attorney General","20071031","20161201"
"11505","sierra_leone","dennis_sandy_|dennis_sandi_","Minister of Lands and Environment & Minister of Social Welfare","20090401","20101231"
"11506","sierra_leone","dennis_bright_","Minister of Youth and Sport","20071031","20161201"
"11507","sierra_leone","david_carew_|david_omashola_carew_","Minister of Trade and Industry & Minister of Finance and Development","20090401","20101231"
"11508","sierra_leone","dauda_kamara_","Minister of Internal Affairs and Local Governments & Minister of Internal Affairs, Local Govts., and Rural Development","20071101","20090331"
"11509","sierra_leone","chernor_jalloh_","Minister of Marine Resources","20051001","20071031"
"11510","sierra_leone","caiser_j_boima_","Minister of Works, Housing, and Technical Maintenance","20071031","20161201"
"11511","sierra_leone","bockari_k_stevens_","Ambassador to the US","20090101","20161201"
"11512","sierra_leone","alpha_timbo_","Minister of Labor, & Industrial Relations, and Social Security","20071031","20161201"
"11513","sierra_leone","alpha_t_wurie_","Minister of Education, Science and Technology","20071031","20161201"
"11514","sierra_leone","alpha_saahid_bakar_kanu_","Minister of Mineral Resources","20090401","20101231"
"11515","sierra_leone","alpha_kanu_","Minister of Presidential and Public Affairs & Minister of Political and Public Affairs","20071101","20090331"
"11516","sierra_leone","allieu_pat_sowe_","Minister of Transport and Aviation","20090401","20161201"
"11517","sierra_leone","ali_kamara_","Resident Minister, North","20090401","20161201"
"11518","sierra_leone","alimany_koroma_|alimany_p_koroma_","Minister of Works and Infrastructural Development","20090401","20161201"
"11519","sierra_leone","alimamy_koroma_","Minister of Trade and Industry","20071101","20090331"
"11520","sierra_leone","alhaji_mohamed_swarray_deen_","Minister of Mineral Resources","20050931","20161201"
"11521","sierra_leone","alfred_bobson_sesay_","Minister of Country Planning, Forestry, Environment, and Social Welfare","20090331","20161201"
"11522","sierra_leone","alex_alie_kargbo_","Minister of State for Northern Region","20090331","20161201"
"11523","sierra_leone","ahmad_tejan_kabbah_","President & Minister of Defense","20071001","20071031"
"11524","sierra_leone","agnes_taylor_lewis_","Minister of Health and Sanitation","20071031","20161201"
"11525","sierra_leone","abubacar_jalloh_","Minister of Mineral Resources","20071101","20090331"
"11526","sierra_leone","abdul_serry_kamal_","Minister of Justice and Attorney General","20071101","20101231"
"11527","sierra_leone","a_harding_","Minister of Transport and Communications","20070631","20161201"
